Date,bookValue,cashRatio,currentRatio,ebitPerShare,eps,fcfMargin,grossMargin,longtermDebtTotalAsset,longtermDebtTotalCapital,longtermDebtTotalEquity,netDebtToTotalCapital,netDebtToTotalEquity,netMargin,operatingMargin,pretaxMargin,quickRatio,roaTTM,roeTTM,roicTTM,rotcTTM,salesPerShare,sgaToSale,totalDebtToEquity,totalDebtToTotalAsset,totalDebtToTotalCapital,totalRatio
1977-03-31,21.459375249681752,0.4466101675013173,1.6042372201431876,2.967883280348534,1.6882768795475698,0.4,0.5865679137320172,0.40357201622326805,0.4311948558713967,0.505916190654319,0.42944891170924987,0.5582402195877874,0.45214370141597615,0.5152422057300879,0.4643114470021822,1.3587595080487613,-0.013151582401666693,-0.004098511305688423,-0.009511525299828433,-0.008248901793433822,3.7339387328860307,0.19455342535198875,0.6036388625427082,0.4412281776135132,0.4778570182153296,3.4096068956932664
1977-06-30,10.942129438609872,0.3012202994156561,1.4588473520575262,2.5004517958390955,1.2208453950381313,0.334076087841388,0.503679018554077,0.39870488382458225,0.42632772347271086,0.5010490582556332,0.424581779310564,0.5533730871891014,0.369254806238036,0.4323533105521478,0.38142255182424206,1.2133696399631,-0.005230387735655826,0.051557610041091134,-0.03146320865817291,-0.053826317928611374,3.3062410411826213,0.20802737793438297,0.5987717301440223,0.4363610452148274,0.47298988581664375,2.9734372914362823
1977-09-30,19.34800646934729,0.1,1.2576270526418702,1.7184278980304986,0.43882149722953434,0.4,0.5547560482981945,0.434487683527907,0.4621105231760356,0.5368318579589579,0.46036457901388883,0.5891558868924263,0.42033183598215346,0.48343034029626525,0.4324995815683595,1.012149340547444,0.009430623468022476,0.015590408972377783,-0.0027240171295051458,0.003483552808770371,1.043988248485099,0.20881394293202993,0.6345545298473471,0.47214384491815214,0.5087726855199686,2.3697763931893143
1977-12-31,33.924282866068296,0.26702541420326875,1.424652466845139,2.7858395564462413,1.5062331556452773,0.4,0.5759529309627605,0.2892656943816294,0.31688853402975803,0.39160986881268034,0.3151425898676112,0.4439338977461486,0.4415287186467194,0.5046272229608312,0.4536964642329254,1.1791747547507128,0.012477647558942033,0.03960069108220633,0.049818653589220496,0.05100658210578528,3.411404721898646,0.16946837946297422,0.48933254070106946,0.32692185577187455,0.3635506963736909,2.8708526357991206
1978-03-31,20.117937753159204,0.5055665963523105,1.6631936489941808,3.1442821535049053,1.864675752703941,0.4,0.6296862469767291,0.3620309441412201,0.3896537837893488,0.4643751185722711,0.38790783962720193,0.5166991475057394,0.4952620346606881,0.5583605389747999,0.5074297802468941,1.4177159368997545,0.018777755041531508,-0.0008098988055275039,-0.018489908494175564,-0.015249329501473056,3.7650286559547417,0.1820266121345673,0.5620977904606602,0.39968710553146525,0.4363159461332817,3.586476182246246
1978-06-30,19.620199909072795,0.4052870839060143,1.5629141365478845,3.5321338501522166,2.2525274493512524,0.4,0.6130646284023512,0.306669784662199,0.3342926243103277,0.40901395909325,0.33254668014818084,0.46133798802671827,0.47864041608631014,0.5417389204004219,0.4908081616725162,1.3174364244534582,-0.021815526682047018,0.04831539482546882,0.012030875955779157,0.023160894738137844,4.7060953769208425,0.20594662250651355,0.5067366309816391,0.34432594605244415,0.3809547866542606,3.285637644907357
1978-09-30,22.17990910905105,0.32537189497217067,1.4829989476140408,3.0713654277751807,1.7917590269742167,0.4,0.6178408027907707,0.41294211356277993,0.4405649532109086,0.5152862879938309,0.43881900904876175,0.5676103169272992,0.4834165904747296,0.5465150947888414,0.49558433606093566,1.2375212355196146,0.03215815159663567,0.07296949498637009,0.027230654960970595,0.011265836160773365,3.7064491833320314,0.19732438846955885,0.61300895988222,0.45059827495302507,0.4872271155548415,3.045892078105826
1978-12-31,16.468276095858048,0.25398418914078424,1.4116112417826545,2.1521221683007017,0.8725157674997375,0.4,0.6156422388609056,0.4509420599288606,0.4785648995769892,0.5532862343599115,0.4768189554148423,0.6056102632933797,0.48121802654486456,0.5443165308589764,0.4933857721310706,1.1661335296882283,-0.015668325530142406,-0.030193853233066507,-0.0035686762781711335,-0.017948342528624026,1.8131402386655848,0.20096658770630102,0.6510089062483007,0.48859822131910574,0.5252270619209221,2.831728960611667
1979-03-31,31.701805763644494,0.18492055519877842,1.3425476078406486,2.46602340413475,1.1864170033337857,0.3479036146156511,0.515587472125023,0.509796646793162,0.5374194864412906,0.6121408212242129,0.5356735422791437,0.6644648501576811,0.38116325980898197,0.44426176412309376,0.393331005395188,1.0970698957462224,0.022294987741668125,0.018653296322478398,0.01017879941090218,-0.0036394933296945782,3.1126216202693633,0.16499081482870084,0.709863493112602,0.547452808183407,0.5840816487852234,2.6245380587856495
1979-06-30,13.129814074605601,0.44767219280366677,1.6052992454455368,2.159723681735655,0.8801172809346909,0.4,0.6121414959731888,0.46420778227928944,0.4918306219274181,0.5665519567103404,0.4900846777652712,0.6188759856438086,0.4777172836571477,0.5408157879712595,0.48988502924335375,1.3598215333511106,0.003107073119101399,0.003975429897643131,-0.015822933734032173,-0.025337712511860105,1.8423392057264167,0.20739127407956098,0.6642746285987295,0.5018639436695346,0.5384927842713509,3.412792971600314
