Date,bookValue,cashRatio,currentRatio,ebitPerShare,eps,fcfMargin,grossMargin,longtermDebtTotalAsset,longtermDebtTotalCapital,longtermDebtTotalEquity,netDebtToTotalCapital,netDebtToTotalEquity,netMargin,operatingMargin,pretaxMargin,quickRatio,roaTTM,roeTTM,roicTTM,rotcTTM,salesPerShare,sgaToSale,totalDebtToEquity,totalDebtToTotalAsset,totalDebtToTotalCapital,totalRatio
1977-03-31,28.313213135919028,0.3907448531542554,1.2883881755257485,3.133378351769369,2.2898049882545224,0.4,0.6264836888208191,0.25329573795528254,0.31674059575619035,0.3962983729100126,0.3131024807170294,0.4672012604944161,0.4226402114440295,0.47713729570152663,0.4477629670399384,1.0121551528015376,0.03245702463913899,0.040426005523581124,0.037767467129496066,0.018055353861207036,5.4178587986954065,0.19248925394561792,0.4992846369914915,0.311389598387002,0.3664818053596604,2.6912881814815415
1977-06-30,22.83197387163981,0.5341068293789079,1.4317501517504008,2.054988157193228,1.211414793678381,0.4,0.6965666171377601,0.24364049054722817,0.30708534834813594,0.3866431255019581,0.303447233308975,0.45754601308636167,0.4927231397609706,0.5472202240184677,0.5178458953568794,1.1555171290261899,0.0054780675240801505,-0.02854976229001803,-0.013505000120405578,-0.021263931525761035,2.4586115323629034,0.16589550772384642,0.48962938958343705,0.30173435097894763,0.356826557951606,3.1213741101554984
1977-09-30,30.3735154652315,0.4385799302264278,1.3362232525979207,3.0387243388334535,2.1951509753186067,0.33539747089417726,0.5732945505603745,0.29073984489214616,0.35418470269305397,0.4337424798468762,0.350546587653893,0.5046453674312797,0.36945107318358494,0.42394815744108205,0.3945738287794938,1.0599902298737098,0.027289882257101536,0.09931510838011945,0.05725624310556487,0.037387263339397354,5.941655430590151,0.15075902217820986,0.5367287439283551,0.3488337053238656,0.403925912296524,2.8347934126980583
1977-12-31,25.92817958455572,0.435643152349411,1.3332864747209041,3.0933886522455603,2.2498152887307135,0.3693058719849765,0.6040868585691118,0.2532595055861174,0.3167043633870252,0.3962621405408474,0.31306624834786423,0.46716502812525096,0.4002433811923223,0.4547404654498194,0.42536613678823115,1.0570534519966932,0.03315152356904969,0.016183025224743318,0.04460882244664447,0.03935553356223354,5.621118035802439,0.15314281528705123,0.49924840462232634,0.3113533660178368,0.36644557299049524,2.8259830790670084
1978-03-31,32.99881843429209,0.3934523213991471,1.2910956437706402,3.1409092086743504,2.2973358451595036,0.28377890380088316,0.5525906002167151,0.2647937354267058,0.3282385932276136,0.4077963703814358,0.32460047818845267,0.47869925796583934,0.3487471228399256,0.4032442070974227,0.37386987843583447,1.0148626210464293,0.037324699986855794,0.02786415255994812,0.02736688926568611,0.00152761059347227,6.587397270697993,0.16801429788722835,0.5107826344629147,0.32288759585842525,0.3779798028310837,2.6994105862162168
1978-06-30,13.942567659214994,0.3533267081615199,1.250970030533013,2.601156060473266,1.7575826969584192,0.3232316516537579,0.6091462794449772,0.21803450927086004,0.28147936707176785,0.3610371442255901,0.2778412520326069,0.43194003180999363,0.4053028020681877,0.4597998863256848,0.43042555766409657,0.9747370078088019,0.0048272287590729185,0.04791714632814573,0.029582481900161703,0.031592557531400646,4.3364681615567156,0.1738472504182101,0.464023408307069,0.2761283697025795,0.3312205766752379,2.5790337465033346
1978-09-30,30.09296607273141,0.43580754167519425,1.3334508640466873,4.056091501039265,3.212518137524418,0.4,0.6395042924867372,0.26638741928555504,0.32983227708646284,0.4093900542402851,0.3261941620473019,0.4802929418246886,0.4356608151099477,0.4901578993674448,0.46078357070585657,1.0572178413224762,0.07995863370480838,0.10761357272953864,0.06844156896763073,0.061142773278078204,7.373897367183861,0.16097113375033523,0.512376318321764,0.3244812797172745,0.3795734866899329,2.826476247044358
1978-12-31,16.457965221503244,0.3852027229415082,1.2828460453130013,2.4474638864412546,1.6038905229264078,0.4,0.6872423009789944,0.31433265343564615,0.37777751123655395,0.4573352883903762,0.374139396197393,0.5282381759747797,0.4833988236022049,0.537895907859702,0.5085215791981137,1.0066130225887902,0.017556255422287895,0.02476395323206841,0.025991338544549478,0.004420174797584666,3.317944613465319,0.18608697447515596,0.5603215524718551,0.3724265138673656,0.427518720840024,2.6746617908432997
1979-03-31,24.520649882716913,0.4410382750243315,1.3386815973958246,1.5730898356511955,0.7295164721363487,0.38258538943303244,0.6007190089647538,0.31591486645519784,0.37935972425610565,0.4589175014099278,0.3757216092169447,0.5298203889943314,0.3968755315879643,0.4513726158454614,0.42199828718387317,1.0624485746716137,0.01248753901423061,-0.00017187242075768216,0.02589131648349814,0.004091758543595534,1.8381492787359133,0.18548427569665918,0.5619037654914067,0.3740087268869173,0.4291009338595757,2.84216844709177
1979-06-30,22.51038208291335,0.2970225242298111,1.1946658466013043,2.772451311030361,1.9288779475155138,0.3888718745669637,0.6137941561553313,0.2773553262206709,0.3408001840215787,0.4203579611754009,0.33716206898241774,0.49126084875980447,0.40995067877854174,0.46444776303603885,0.4350734343744506,0.9184328238770932,-0.007982446886401501,-0.0081755942495189,0.04806361370506597,0.035639415295865506,4.7051463684915795,0.1540267225620149,0.5233442252568798,0.3354491866523903,0.39054139362504875,2.410121194708209
1979-09-30,27.190556508134552,0.2995193434266076,1.1971626657981007,2.3841790313912767,1.54060566787643,0.3631211382418392,0.6036064196743397,0.2076281737685961,0.2710730315695039,0.3506308087233261,0.26743491653034296,0.42153369630772963,0.39976294229755016,0.45426002655504727,0.42488569789345904,0.9209296430738897,0.056445656341357384,0.05487926045817467,0.05336821714197639,0.03416654569982484,3.8537981009998963,0.18047636425634475,0.453617072804805,0.26572203420031554,0.32081424117297397,2.417611652298598
1979-12-31,19.154080219525483,0.31026029097767144,1.2079036133491645,1.9013301072294997,1.057756743714653,0.28595242796664777,0.5113301615933058,0.31960258462894964,0.38304744242985744,0.4626052195836796,0.3794093273906965,0.5335081071680832,0.30748668421651626,0.36198376847401337,0.33260943981242513,0.9316705906249535,0.014910804867018679,0.0394871128598725,0.0028375521692959272,0.002260735371259699,3.440008293074035,0.19548182254101468,0.5655914836651585,0.3776964450606691,0.4327886520333275,2.4498344949517894
1980-03-31,32.33572992424646,0.281841836983669,1.179485159355162,3.0390338998710704,2.1954605363562236,0.3696455439667914,0.5102464736490043,0.262511941217101,0.3259567990180088,0.40551457617183095,0.32231868397884783,0.4764174637562345,0.3064029962722148,0.3609000805297119,0.33152575186812366,0.903252136630951,0.03150396014147744,0.019543256085053123,0.029993101027901734,0.004625127579716422,7.1652711072241955,0.20240940281050948,0.5085008402533099,0.3206058016488204,0.37569800862147884,2.3645791329697823
1980-06-30,22.452818038432856,0.5309663564844526,1.4286096788559455,3.006187583476617,2.16261421996177,0.3059639537149157,0.5109980560156923,0.1909025100652787,0.2543473678661865,0.3339051450200087,0.25070925282702555,0.4048080326044122,0.3071545786389027,0.36165166289639983,0.3322773342348116,1.1523766561317346,0.04233823077686934,0.03859633467665713,0.025660315675227488,0.01522960850969001,7.040800855207776,0.1819655212908376,0.4368914091014876,0.24899637049699816,0.30408857746965656,3.1119526914721325
1980-09-30,17.169697482894357,0.2412263286174926,1.1388696509889855,4.414795455837236,3.5712220923223894,0.35762304058069727,0.6019795739335475,0.3335382870042457,0.3969831448051535,0.4765409219589757,0.39334502976599256,0.5474438095433792,0.39813609655675797,0.4526331808142551,0.42325885215266684,0.8626366282647745,0.027525904625769874,0.06461315978339738,0.05059451476641301,0.047929663095030176,8.969852578572409,0.18206146080439048,0.5795271860404546,0.39163214743596514,0.44672435440862357,2.2427326078712526
1980-12-31,19.707307766125684,0.3145768645937213,1.2122201869652143,1.837542221045227,0.9939688575303802,0.3313827874318416,0.5558642497378178,0.3297947199782923,0.3932395777792001,0.47279735493302233,0.38960146274003915,0.5437002425174259,0.35202077236102824,0.40651785661852535,0.3771435279569371,0.9359871642410033,0.00942230205587903,0.05111664241585562,0.03351255621664931,0.02013135883237405,2.8236085355524922,0.1881525153587948,0.5757836190145013,0.38788858041001173,0.44298078738267016,2.462784215799939
1981-03-31,28.593319023784904,0.3927704450581449,1.2904137674296379,2.0944855875828337,1.2509122240679869,0.4,0.646721302893351,0.2649636332244106,0.3284084910253184,0.4079662681791406,0.32477037598615743,0.47886915576354416,0.4428778255165614,0.4973749097740585,0.4680005811124703,1.0141807447054267,0.01611376015870608,-0.011947423279105598,0.021746786644349772,0.0034543819069092294,2.8245085935584036,0.22234379030791845,0.5109525322606195,0.32305749365613,0.37814970062878844,2.69736495719321
1981-06-30,24.315510372472247,0.3951786723788405,1.2928219947503337,2.7888253594647145,1.9452519959498678,0.4,0.6386296012213333,0.2806839507612963,0.3441288085622041,0.42368658571602635,0.3404906935230432,0.4945894733004299,0.43478612384454374,0.48928320810204085,0.4599088794404526,1.0165889720261228,0.03420148155166808,0.0021103123725009013,0.041687710873990466,0.043376753259952515,4.474043418748538,0.1756437386650129,0.5266728497975053,0.33877781119301575,0.3938700181656742,2.704589639155297
1981-09-30,15.223583081909041,0.40418984232457605,1.301833164696069,2.744788532950121,1.9012151694352741,0.38845486907692245,0.5993345145679613,0.27999081122643876,0.34343566902734657,0.42299344618116874,0.3397975539881856,0.4938963337655723,0.39549103719117173,0.44998812144866884,0.4206137927870806,1.0256001419718581,0.009965220482825513,0.0685000726061352,0.006067791962061326,0.007500832253013031,4.807226942329589,0.16054423224749645,0.5259797102626477,0.3380846716581582,0.39317687863081663,2.731623148992503
1981-12-31,30.26796116200697,0.3632260003971601,1.2608693227686532,3.778755730541051,2.9351823670262043,0.37287313788450105,0.6076868524266202,0.2105061613523003,0.2739510191532081,0.35350879630703025,0.2703129041140471,0.4244116838914338,0.4038433750498307,0.4583404593073278,0.4289661306457396,0.9846363000444421,-0.004378062474418083,0.07862059722422364,0.05403116487476836,0.050985029345416925,7.26812063380767,0.18056973216290187,0.4564950603885092,0.26860002178401976,0.32369222875667814,2.6087316232102555
1982-03-31,24.378679986601078,0.21186499317469865,1.1095083155461918,2.4258886076262716,1.582315244111425,0.38259882844092363,0.5687054099163087,0.2780023757841441,0.3414472335850519,0.4210050107388741,0.33780911854589096,0.49190789832327764,0.36486193253951915,0.41935901679701626,0.389984688135428,0.8332752928219808,0.05142051761283249,0.08719822809382136,0.05221117382288689,0.04376414077463612,4.336750707584547,0.20087672283872157,0.523991274820353,0.33609623621586354,0.391188443188522,2.1546486015428714
1982-06-30,25.73741004122611,0.5693032963519582,1.4669466187234512,3.9111622213703203,3.0675888578554735,0.4,0.6192754845850164,0.20095105624907014,0.264395914049978,0.34395369120380015,0.260757799010817,0.4148565787882037,0.4154320072082268,0.4699290914657239,0.4405547628041357,1.1907135959992403,0.036990896327081635,0.1097352785746012,0.04835087059111495,0.030257861004185555,7.384093677495358,0.1380255594231428,0.4469399552852791,0.2590449166807896,0.31413712365344804,3.2269635110746497
1982-09-30,31.041768501899423,0.25721339349320116,1.1548567158646943,2.5227700622987763,1.6791966987839295,0.32646084156513766,0.5356007896185133,0.30077686151566213,0.36422171931656994,0.44377949647039217,0.360583604277409,0.5146823840547957,0.3317573122417238,0.3862543964992209,0.35688006783763265,0.8786236931404833,0.022583074746006404,0.04452521902344754,0.01583335233765749,-0.0021413894910099138,5.06152128927437,0.14792595536831152,0.5467657605518711,0.35887072194738157,0.41396292892004,2.290693802498379
1982-12-31,25.424476870233313,0.3710375732437057,1.2686808956151987,1.9381654803057322,1.0945921167908854,0.3042597154066829,0.5447488292169533,0.2520991906049867,0.3155440484058945,0.39510182555971674,0.31190593336673356,0.4660047131441203,0.3409053518401638,0.3954024360976609,0.36602810743607267,0.9924478728909877,0.006119648729247576,0.008612567244426921,0.013573636514811995,-0.0077895740091983995,3.210838758859068,0.18454893001560904,0.49808808964119566,0.31019305103670614,0.36528525800936457,2.632166341749892
1983-03-31,23.25231984927983,0.326310987957382,1.223954310328875,4.278307484944232,3.434734121429386,0.29449628248039006,0.48817849918632583,0.25159764464362083,0.31504250244452864,0.39460027959835087,0.3114043874053677,0.4655031671827544,0.2843350218095363,0.3388321060670334,0.30945777740544517,0.947721287604664,0.05566814175430232,0.08658398914292192,0.06195456485158014,0.05910816560177937,12.079884143607766,0.16764994126887758,0.4975865436798298,0.30969150507534027,0.3647837120479987,2.497986585890921
1983-06-30,35.51192274618352,0.5475672706930149,1.445210593064508,3.806871870305261,2.963298506790414,0.29718779204679785,0.5043072615956488,0.16407325675210804,0.22751811455301585,0.307075891706838,0.2238799995138549,0.3779787792912416,0.3004637842188592,0.35496086847635633,0.3255865398147681,1.1689775703402971,0.024197868715536888,0.14278514562484113,0.0720122661324148,0.046021266734872626,9.862414914643868,0.14092591589691275,0.41006215578831695,0.2221671171838275,0.2772593241564859,3.1617554340978202
