Date,Open,High,Low,Close,Volume
1977-03-11,181.22806209150772,181.25048049702195,179.90196134563757,181.22806209150772,409636
1977-03-14,181.22806209150772,184.48934736071817,180.2560480652633,183.00015760162654,426416
1977-03-15,183.00015760162654,183.00015760162654,177.51294253799776,179.02732874073317,532209
1977-03-16,179.02732874073317,189.33175666148836,179.02732874073317,188.04440170628044,409626
1977-03-17,188.04440170628044,194.10491566671615,188.04440170628044,191.47971657708536,395033
1977-03-18,191.47971657708536,191.47971657708536,184.20290302260804,186.19569131942876,577823
1977-03-21,186.19569131942876,188.60640010371552,185.4559564887876,188.24894727260488,493812
1977-03-22,188.24894727260488,195.83468431921716,188.24894727260488,193.588081741319,400548
1977-03-23,193.588081741319,193.588081741319,188.04247433110012,188.76486169139017,480298
1977-03-24,188.76486169139017,201.0036890604344,188.76486169139017,198.140584832636,596722
1977-03-25,198.140584832636,198.140584832636,188.87103156569208,189.32687882153448,486522
1977-03-28,189.32687882153448,189.32687882153448,181.11680137626715,183.6454052834094,574966
1977-03-29,183.6454052834094,193.60535154256965,183.6454052834094,193.342186306694,427490
1977-03-30,193.342186306694,193.342186306694,188.18434063836494,190.2381762879682,453947
1977-03-31,190.2381762879682,190.2381762879682,188.72354724201045,188.75045082570477,498023
1977-04-01,188.75045082570477,190.80363079472002,188.05987856869154,189.9309104090068,574427
1977-04-04,189.9309104090068,191.61782956449707,187.1267032190981,189.66017085063692,452694
1977-04-05,189.66017085063692,191.9691524629143,188.63918893476844,189.39964130865815,377730
1977-04-06,189.39964130865815,189.39964130865815,185.13069382722054,186.07704536166167,507626
1977-04-07,186.07704536166167,187.7531608818023,186.07704536166167,187.2714202384037,489980
1977-04-08,187.2714202384037,187.2714202384037,181.98526959878404,182.290470821541,498477
1977-04-11,182.290470821541,185.7643973055649,182.290470821541,185.73545767083738,525881
1977-04-12,185.73545767083738,186.7479505331905,181.6969083436341,184.0191199112156,463373
1977-04-13,184.0191199112156,185.5855992139624,182.74675830067565,183.16816857989863,466526
1977-04-14,183.16816857989863,191.1642766842939,183.16816857989863,188.80698296075474,355893
1977-04-15,188.80698296075474,198.50535880103652,188.80698296075474,198.42047146096493,498236
1977-04-18,198.42047146096493,200.7016692634849,197.97899075640112,198.02767457042236,349550
1977-04-19,198.02767457042236,200.7190821417182,196.4467561637684,198.67236060169446,526531
1977-04-20,198.67236060169446,198.67236060169446,188.4600198792827,190.76965651000043,628807
1977-04-21,190.76965651000043,190.76965651000043,185.44324759642137,188.1927376422669,527774
1977-04-22,188.1927376422669,197.33748034281703,188.1927376422669,196.47269532184066,467396
1977-04-25,196.47269532184066,200.7493367754368,196.47269532184066,199.3602413890896,584595
1977-04-26,199.3602413890896,203.02831406502085,199.3602413890896,202.58285100082506,512891
1977-04-27,202.58285100082506,208.6647955553469,202.58285100082506,207.62745695188755,414225
1977-04-28,207.62745695188755,211.9007940239804,207.62745695188755,211.42675290278373,530762
1977-04-29,211.42675290278373,216.83783273498184,211.42675290278373,216.0425199224721,538273
1977-05-02,216.0425199224721,216.0425199224721,210.1860001307027,212.30666742646943,495389
1977-05-03,212.30666742646943,212.8321927339529,211.1602957621681,212.62617311806832,491810
1977-05-04,212.62617311806832,217.4280363052936,212.62617311806832,217.23107172454576,597276
1977-05-05,217.23107172454576,218.17651601350832,216.25709605538162,216.5985187480539,535801
1977-05-06,216.5985187480539,227.86906569009923,216.5985187480539,226.14246638167492,487131
1977-05-09,226.14246638167492,233.13154200503786,226.14246638167492,231.0186165939332,524898
1977-05-10,231.0186165939332,238.17464327969003,231.0186165939332,235.51170356333884,415595
1977-05-11,235.51170356333884,242.4677392625328,235.51170356333884,239.55322804007332,511913
1977-05-12,239.55322804007332,244.47112375260238,239.55322804007332,241.52412731326285,513775
1977-05-13,241.52412731326285,245.86784445358157,241.52412731326285,244.93642429131572,476916
1977-05-16,244.93642429131572,253.88270551692227,244.93642429131572,252.94930825981882,421941
1977-05-17,252.94930825981882,258.9469242774684,252.94930825981882,258.1140292617373,509327
1977-05-18,258.1140292617373,258.1140292617373,249.45764566287176,252.66156758492923,432180
1977-05-19,252.66156758492923,252.66156758492923,247.63567754009517,248.85686033095718,419895
1977-05-20,248.85686033095718,261.69114169126436,248.85686033095718,260.8623823882988,560642
1977-05-23,260.8623823882988,260.97716067914877,257.5479542713465,259.68553912905594,384306
1977-05-24,259.68553912905594,270.6007787724527,259.68553912905594,266.7399777048446,692179
1977-05-25,266.7399777048446,266.7399777048446,253.85737705376962,255.40206561376382,483409
1977-05-26,255.40206561376382,255.74300292264252,249.82014232305832,252.78633901327737,384034
1977-05-27,252.78633901327737,252.78633901327737,231.70880015427562,234.47171298649724,442135
1977-05-30,234.47171298649724,241.14514193422295,234.47171298649724,240.84736851823791,542367
1977-05-31,240.84736851823791,243.21266390814426,239.13028747985206,241.92843111165064,617975
1977-06-01,241.92843111165064,248.5140202900434,241.92843111165064,245.70671574128608,417792
1977-06-02,245.70671574128608,249.15583984879424,245.70671574128608,248.6418089297913,452284
1977-06-03,248.6418089297913,248.6418089297913,243.5058260121495,244.47904045873165,536988
1977-06-06,244.47904045873165,251.59088540661045,244.47904045873165,251.27335793602418,520178
1977-06-07,251.27335793602418,252.96281862300143,249.1107297828521,252.15427455243292,542649
1977-06-08,252.15427455243292,257.7375404168445,252.15427455243292,256.6030622888179,557885
1977-06-09,256.6030622888179,264.369346761477,256.6030622888179,262.1263568186002,386036
1977-06-10,262.1263568186002,273.46820625302416,262.1263568186002,271.37154839935687,482507
1977-06-13,271.37154839935687,271.99076764394886,268.1698910732865,271.77952883017633,540356
1977-06-14,271.77952883017633,283.27665225303144,271.77952883017633,279.95846946871825,499562
1977-06-15,279.95846946871825,279.95846946871825,274.0738733398994,277.628587692779,511150
1977-06-16,277.628587692779,278.87307472090686,274.34200127433206,278.0529629377915,551999
1977-06-17,278.0529629377915,278.0529629377915,267.93186260298415,271.7489417256414,448529
1977-06-20,271.7489417256414,271.7489417256414,265.5697488322327,268.8350238750545,556449
1977-06-21,268.8350238750545,268.8350238750545,257.9602061091008,258.5916247090128,464429
1977-06-22,258.5916247090128,258.5916247090128,251.93468366623568,252.72399452678422,451460
1977-06-23,252.72399452678422,262.0194434635711,252.72399452678422,259.76114269516063,513870
1977-06-24,259.76114269516063,259.76114269516063,253.38354565593926,257.0206873234228,496031
1977-06-27,257.0206873234228,257.0206873234228,247.46316002088653,249.2876738375868,377272
1977-06-28,249.2876738375868,257.5008695068241,249.2876738375868,253.99457818247163,480351
1977-06-29,253.99457818247163,258.29325503075665,253.99457818247163,256.5193840101002,358159
1977-06-30,256.5193840101002,256.5193840101002,251.9625351511351,252.39590539161443,508878
1977-07-01,252.39590539161443,260.56785952851715,252.39590539161443,259.3264241517343,432202
1977-07-04,259.3264241517343,259.3264241517343,249.9732131348827,251.90966429170726,552973
1977-07-05,251.90966429170726,259.25512441977014,251.90966429170726,257.8599413051961,463958
1977-07-06,257.8599413051961,266.80933087287394,257.8599413051961,265.4104039363889,393247
1977-07-07,265.4104039363889,270.83874680041345,265.4104039363889,267.65305918069544,477636
1977-07-08,267.65305918069544,267.65305918069544,251.11756839521172,252.6684842631696,359952
1977-07-11,252.6684842631696,254.6216598358245,250.85652873786304,253.75032787734793,369408
1977-07-12,253.75032787734793,253.75032787734793,246.12435344154642,249.08222030602036,459534
1977-07-13,249.08222030602036,249.2734950157951,243.48972152265196,246.28724361554865,605473
1977-07-14,246.28724361554865,252.43197083008653,246.28724361554865,249.9078779916932,661062
1977-07-15,249.9078779916932,251.81306311526794,249.0270945610438,251.24974895109816,540477
1977-07-18,251.24974895109816,255.67448107348574,251.24974895109816,253.50800312644478,614069
1977-07-19,253.50800312644478,254.15544565949736,250.1569509399076,253.70888900078836,532829
1977-07-20,253.70888900078836,253.70888900078836,245.72063541428756,246.9936668498283,454892
1977-07-21,246.9936668498283,246.9936668498283,238.90494034877028,242.38314556043363,595770
1977-07-22,242.38314556043363,251.0402656594642,242.38314556043363,249.5227928724188,466179
1977-07-25,249.5227928724188,258.9817636509035,249.5227928724188,257.2563467062832,424262
1977-07-26,257.2563467062832,257.2563467062832,250.96798870902543,254.09257698994213,423419
1977-07-27,254.09257698994213,255.39145043386122,250.08430660892333,253.7858349581504,482801
1977-07-28,253.7858349581504,253.7858349581504,239.01990783693557,242.10993639046595,477156
1977-07-29,242.10993639046595,242.10993639046595,231.56543829645037,231.8667625919945,419468
1977-08-01,231.8667625919945,240.10856077566083,231.8667625919945,238.99830307496362,452797
1977-08-02,238.99830307496362,255.85576021513057,238.99830307496362,252.49901426065145,546486
