Date,Open,High,Low,Close,Volume
1977-03-11,100.92105397310797,101.71030258733649,99.53593521377222,100.92105397310797,441216
1977-03-14,100.92105397310797,104.22456210524474,100.92105397310797,102.95734784506644,512777
1977-03-15,102.95734784506644,109.4713293954149,102.95734784506644,109.29230070314752,434168
1977-03-16,109.29230070314752,112.55583725007651,109.29230070314752,111.70953460186546,555128
1977-03-17,111.70953460186546,114.51169814868226,111.70953460186546,113.83696052462001,470540
1977-03-18,113.83696052462001,113.83696052462001,109.64120716770678,110.08754174493717,446753
1977-03-21,110.08754174493717,114.7417732188618,110.08754174493717,114.36489688324899,459818
1977-03-22,114.36489688324899,118.26396079251089,114.36489688324899,117.74043985788126,546294
1977-03-23,117.74043985788126,117.74043985788126,111.31178266172397,112.80186168384489,688477
1977-03-24,112.80186168384489,121.92058289676419,112.80186168384489,120.57491647017582,550909
1977-03-25,120.57491647017582,121.96555497683713,119.90427768166755,120.80244457991252,574813
1977-03-28,120.80244457991252,125.97557830186771,120.80244457991252,124.23498740935293,551639
1977-03-29,124.23498740935293,124.23498740935293,120.6060961102515,122.27187846189494,601033
1977-03-30,122.27187846189494,122.27187846189494,118.74691647771462,119.10001590739934,488438
1977-03-31,119.10001590739934,119.10001590739934,113.8782293071376,114.777869776635,519232
1977-04-01,114.777869776635,119.61141639439528,114.777869776635,119.02834441153394,541578
1977-04-04,119.02834441153394,120.71496662408205,119.01825415156407,120.4964748449286,547526
1977-04-05,120.4964748449286,126.53096905814114,120.4964748449286,126.24175775637246,443244
1977-04-06,126.24175775637246,128.91163005868378,126.24175775637246,128.60946003691186,549612
1977-04-07,128.60946003691186,128.60946003691186,117.24560265887517,118.50039383159094,584016
1977-04-08,118.50039383159094,118.50039383159094,111.60380113663554,112.05120114827167,443395
1977-04-11,112.05120114827167,114.96819331959449,112.05120114827167,113.99892656433364,415637
1977-04-12,113.99892656433364,122.7644338338269,113.99892656433364,122.15369569895849,488634
1977-04-13,122.15369569895849,124.68191147944604,122.15369569895849,124.35733406753255,543614
1977-04-14,124.35733406753255,124.35733406753255,121.4349031720462,121.86637209085823,595238
1977-04-15,121.86637209085823,126.91201408235796,121.86637209085823,125.31101928237761,461912
1977-04-18,125.31101928237761,125.31101928237761,120.51634817501913,121.98748120198488,375141
1977-04-19,121.98748120198488,121.98748120198488,121.60110030159291,121.69484852939036,414431
1977-04-20,121.69484852939036,122.62482894782667,119.8800935944098,121.04946333061076,573280
1977-04-21,121.04946333061076,121.04946333061076,114.45858334665627,115.54955905501558,547659
1977-04-22,115.54955905501558,119.13408081895464,115.54955905501558,118.01257318767418,406427
1977-04-25,118.01257318767418,119.04880915026672,116.8635891412058,117.54693272596015,563091
1977-04-26,117.54693272596015,118.48179715309766,116.35841418880584,117.81587902811053,491015
1977-04-27,117.81587902811053,123.73643510360938,117.81587902811053,122.59127617622545,544276
1977-04-28,122.59127617622545,122.59127617622545,114.67186098130487,115.34481429669195,607495
1977-04-29,115.34481429669195,116.92471724209088,115.13893258508183,116.83713567700512,508305
1977-05-02,116.83713567700512,116.83713567700512,113.82753029334627,114.72737699698608,604422
1977-05-03,114.72737699698608,114.72737699698608,110.873848402935,112.09136704099897,324456
1977-05-04,112.09136704099897,115.44396913865596,112.09136704099897,114.96314462433156,576206
1977-05-05,114.96314462433156,116.79662364177334,113.90470056418019,115.22975272035802,511023
1977-05-06,115.22975272035802,116.62430184168986,114.65220442743387,116.30763556990046,517026
1977-05-09,116.30763556990046,116.30763556990046,112.32527128618734,112.52449290474321,596021
1977-05-10,112.52449290474321,116.97081618048676,112.52449290474321,116.95428808340571,383403
1977-05-11,116.95428808340571,124.93819618124772,116.95428808340571,123.7617642258356,450983
1977-05-12,123.7617642258356,125.9577472726364,123.7617642258356,124.99105940304422,556675
1977-05-13,124.99105940304422,124.99105940304422,123.55495240516733,123.60346197863538,485120
1977-05-16,123.60346197863538,127.6251438841253,123.60346197863538,127.38360782951624,400729
1977-05-17,127.38360782951624,127.94119969187807,126.57130317721406,127.00784314967632,407528
1977-05-18,127.00784314967632,127.00784314967632,124.58502858047065,125.69702303247098,674250
1977-05-19,125.69702303247098,125.69702303247098,123.33163946671901,124.8849090077181,482474
1977-05-20,124.8849090077181,126.84670897597985,124.8849090077181,125.88512751461009,462645
1977-05-23,125.88512751461009,125.88512751461009,121.2729876085497,121.74099997390161,497893
1977-05-24,121.74099997390161,122.95124272707696,120.80644036764514,122.2463141698143,394753
1977-05-25,122.2463141698143,122.2463141698143,118.65679917273472,120.22891618054632,462608
1977-05-26,120.22891618054632,120.22891618054632,116.93679124851343,118.66156353117358,526854
1977-05-27,118.66156353117358,118.66156353117358,115.81084216437667,116.71017735847805,671943
1977-05-30,116.71017735847805,121.22528265415846,116.71017735847805,120.52134571091322,601501
1977-05-31,120.52134571091322,120.52553674183493,118.41051051980935,119.63165802214078,639903
1977-06-01,119.63165802214078,124.43887582057474,119.63165802214078,123.11260291982138,510187
1977-06-02,123.11260291982138,125.34962067744141,122.03778699385975,123.57732300279781,596185
1977-06-03,123.57732300279781,127.27100850546552,123.57732300279781,126.15373536610076,627870
1977-06-06,126.15373536610076,126.15373536610076,121.9692624405017,122.59481959863203,320976
1977-06-07,122.59481959863203,122.59481959863203,119.30537129065677,119.4283614312297,534765
1977-06-08,119.4283614312297,121.0020874552238,117.81404001483106,119.31241538798074,594394
1977-06-09,119.31241538798074,123.50680745541666,119.31241538798074,122.99517776363325,507029
1977-06-10,122.99517776363325,122.99517776363325,120.54482577853229,122.3230286552955,446970
1977-06-13,122.3230286552955,130.77201327146471,122.3230286552955,130.16752050856087,584316
1977-06-14,130.16752050856087,134.49215384086588,130.16752050856087,133.7969451861251,598743
1977-06-15,133.7969451861251,133.7969451861251,131.25024607030585,131.38314541198082,504288
1977-06-16,131.38314541198082,132.58008887177473,131.38314541198082,131.8574617864162,515994
1977-06-17,131.8574617864162,131.8574617864162,126.47075394929735,126.74227096816281,386178
1977-06-20,126.74227096816281,126.74227096816281,115.32214609476483,116.50801170533454,490253
1977-06-21,116.50801170533454,116.50801170533454,108.64510832008003,109.13864585845032,604568
1977-06-22,109.13864585845032,109.13864585845032,106.03490222984962,106.87605351689358,489876
1977-06-23,106.87605351689358,110.2793230973031,106.87605351689358,110.06268792816643,557906
1977-06-24,110.06268792816643,110.06268792816643,104.5721051825904,105.6037983528577,595916
1977-06-27,105.6037983528577,106.70433646560936,104.91367681920056,105.67606898955289,622708
1977-06-28,105.67606898955289,105.90489292034532,104.30380796650381,105.6704951432473,498153
1977-06-29,105.6704951432473,111.81565560137982,105.6704951432473,110.67189204296571,557808
1977-06-30,110.67189204296571,110.67189204296571,105.49879145296745,106.19834218448058,439855
1977-07-01,106.19834218448058,109.63712892522999,106.19834218448058,109.61353793629195,597506
1977-07-04,109.61353793629195,109.61353793629195,108.44248492720605,108.51875929086803,639505
1977-07-05,108.51875929086803,113.77276857477041,108.51875929086803,112.70934868650312,580804
1977-07-06,112.70934868650312,118.88362383452058,112.70934868650312,117.69466938816282,449665
1977-07-07,117.69466938816282,117.69466938816282,114.02887572093033,115.10585094633187,420156
1977-07-08,115.10585094633187,115.10585094633187,110.14855888106231,111.81277865361412,561079
1977-07-11,111.81277865361412,111.81277865361412,108.40832590769656,108.85529347712665,586801
1977-07-12,108.85529347712665,108.89124593319876,106.17876211666463,107.6979075945876,425139
1977-07-13,107.6979075945876,111.2730424985862,107.6979075945876,110.17512304665759,391079
1977-07-14,110.17512304665759,110.17512304665759,105.45076791108747,106.44135405712039,562997
1977-07-15,106.44135405712039,108.9135346646049,106.44135405712039,108.40528701380141,477408
1977-07-18,108.40528701380141,108.40528701380141,107.20687672019956,107.37426812031539,464501
1977-07-19,107.37426812031539,107.37426812031539,105.02138906869367,105.99688099436727,588826
1977-07-20,105.99688099436727,105.99688099436727,101.58276102868753,101.92614624480647,430096
1977-07-21,101.92614624480647,103.25060705725305,100.94846088853738,102.46345154026172,470914
1977-07-22,102.46345154026172,108.59013660501714,102.46345154026172,107.3581795146716,517239
1977-07-25,107.3581795146716,112.32112876390005,107.3581795146716,111.34457227171265,477704
1977-07-26,111.34457227171265,112.16072588038772,110.70682201931858,110.96875996921911,618452
