Date,Open,High,Low,Close,Volume
1977-03-11,134.6330110069679,135.42377363105484,134.23451787013397,134.6330110069679,509213
1977-03-14,134.6330110069679,134.6330110069679,133.31407132086892,133.79680612251101,487712
1977-03-15,133.79680612251101,137.89811540565552,133.79680612251101,135.98321425260005,512765
1977-03-16,135.98321425260005,136.56241541990477,133.30412901966096,134.93688180200226,533960
1977-03-17,134.93688180200226,138.96657600276507,134.93688180200226,137.9647223500613,582558
1977-03-18,137.9647223500613,137.9647223500613,132.4904677563688,133.29795447057245,504982
1977-03-21,133.29795447057245,133.29795447057245,129.78725802711827,130.1454848123538,486190
1977-03-22,130.1454848123538,134.64649825676054,130.1454848123538,132.66436785324265,446915
1977-03-23,132.66436785324265,132.66436785324265,130.83810913579387,131.44768842570736,424801
1977-03-24,131.44768842570736,134.15916165529916,131.44768842570736,133.43427610669022,514713
1977-03-25,133.43427610669022,135.49175981162116,133.43427610669022,133.88482837582953,583010
1977-03-28,133.88482837582953,133.88482837582953,129.93983021659483,130.10426584856094,595901
1977-03-29,130.10426584856094,134.68246569341815,130.10426584856094,132.84195668066576,603010
1977-03-30,132.84195668066576,132.84195668066576,129.53671484692643,129.6697828136751,516473
1977-03-31,129.6697828136751,129.6697828136751,128.18077232021943,129.1052118244481,493064
1977-04-01,129.1052118244481,132.06448575182407,129.1052118244481,131.56838239338217,424289
1977-04-04,131.56838239338217,132.21090191510118,130.4762241534244,131.8993022063626,585042
1977-04-05,131.8993022063626,131.8993022063626,128.19548867937843,129.98185590253436,447767
1977-04-06,129.98185590253436,130.12642545042874,127.08111872200008,128.230092259247,618127
1977-04-07,128.230092259247,128.230092259247,123.87944576670924,125.56315485865758,498124
1977-04-08,125.56315485865758,125.56315485865758,118.79111834359898,118.94154979962583,586634
1977-04-11,118.94154979962583,122.67308549618761,118.94154979962583,121.5152627504791,508891
1977-04-12,121.5152627504791,122.38103815781311,120.37546296904017,121.2580753073279,525903
1977-04-13,121.2580753073279,123.17583812911718,121.2580753073279,122.59454920807158,514598
1977-04-14,122.59454920807158,126.19499361174402,122.59454920807158,125.73898699784608,544332
1977-04-15,125.73898699784608,130.92986530138472,125.73898699784608,129.06603489553925,416054
1977-04-18,129.06603489553925,130.06215676266567,128.77490058672237,128.78974411408373,700355
1977-04-19,128.78974411408373,131.61515977709894,128.78974411408373,130.35115613587888,542973
1977-04-20,130.35115613587888,130.36392108192197,128.84026525540153,129.81212854265692,493770
1977-04-21,129.81212854265692,133.336232412823,129.81212854265692,133.01568603262473,552117
1977-04-22,133.01568603262473,143.06358399846295,133.01568603262473,141.15162639739606,635636
1977-04-25,141.15162639739606,142.82564390999897,140.2899124524436,141.06994286159335,559919
1977-04-26,141.06994286159335,141.06994286159335,135.9219535869783,136.53784760904654,599939
1977-04-27,136.53784760904654,140.2970407309747,136.53784760904654,138.77329814342113,351151
1977-04-28,138.77329814342113,138.77329814342113,130.62234341687534,132.32230859290146,524336
1977-04-29,132.32230859290146,135.2576701306515,132.32230859290146,133.9344441700252,417858
